PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
VC3 (Ingram Micro),Ingram Micro,ACT-00153573,,VC3
"Velecor, LLC",,ACT-00131885,,"Velecor, LLC"
"Velocity Network, Inc.",,ACT-00105484,,"Velocity Network, Inc."
Vermeer Heartland,"Harmonity Technologies, LLC",ACT-00239679,,Vermeer Heartland
Virtual Communication Specialists,,ACT-00246010,,Virtual Communication Specialists
Vistitude Computer Solutions,,ACT-00215679,,"Vistitude Computer Solutions, Inc"
VLCM,,ACT-00154535,,VLCM
VMG Strategic Consulting,,ACT-00083139,,VMG Strategic Consulting
Weldfit,,ACT-00265535,,WeldFit
WhiteHat Virtual Technologies,,ACT-00145520,,Whitehat Virtual Technologies
Wilkins Miller,,ACT-00239399,,Wilkins Miller
"XFER Communications, Inc.",,ACT-00118340,,"XFER Communications, Inc."
xploITtech,,ACT-00079127,,xploITtech
Yara Computers,,ACT-00184644,,Yara Computers
"Yardstick Technologies, Inc.",,ACT-00174548,,"Yardstick Technologies, Inc."
"ZYTECH CONSULTING, LLC",,ACT-00191641,,"Zytech Consulting, Llc"
ALLLINESTECH- Pittec Solutions,,ACT-00032429,24606,All Lines Technology
010CLOUDCOMP-Netpro,,ACT-00024650,17951,010 Cloud Computing Ltd
TECHMD-INTERNAL,,ACT-00203594,21562,TechMD
010CLOUDCOMP-Lantronics,,ACT-00024650,17951,010 Cloud Computing Ltd
KTAAPS-NONSOC,,ACT-00237971,24730,KTA ApS
AIRIT-NORTH WEST,,ACT-00018262,23135,Air-IT
010CLOUDCOMP-OneIT,,ACT-00024650,17951,010 Cloud Computing Ltd
010CLOUDCOMP - NetSupport,,ACT-00024650,17951,010 Cloud Computing Ltd
CENTARIS-IROQUOIS,,ACT-00089507,20839,Centaris
USCOMP,,ACT-00169700,133,"U.S. Computer Connection, LLC"
ORYXALIGN-NON-RESTRICTED,,ACT-00188468,20529,Oryx Align Ltd
MTECHITSOLUTIONS,,ACT-00094423,25271,MTech  IT Solutions
DANMARKCOMM,,ACT-00141079,27188,Danmark Communications
ACTIVECO,,ACT-00188685,25196,ActiveCo Technology Management
MORROW,,ACT-00361813,29566,City of Morrow
DIGITALINSYTE,,ACT-00062172,27485,Digital Insyte
CST,,ACT-00239047,18879,"Computer Support Team, Inc"
SECURENETWORKSOLUTIONS,,ACT-00113502,27428,"Secure Network Solutions, Inc"
INFONALIGY,,ACT-00148503,26539,Infonaligy
CITONCC,,ACT-00180484,20864,"ACP CreativIT, LLC d/b/a Tusker Technology"
IVALLEYTECH,,ACT-00141283,2705,iValley Technology Partners
FLUSHINGCOMPUTERS,,ACT-00455805,32208,Flushing Computer Repair
YOURTECHSUPPORT,,ACT-00169496,27119,Your Technology Support
FIS,,ACT-00106195,19139,Fully Involved Solutions dba Rocketwise
RIVELL,,ACT-00296907,27340,"Rivell, LLC"
ECMANAGEDIT,,ACT-00249561,20909,EC Managed IT
CMITNORTHERNSHENANDOAHVALLEY,CMIT Headquarters,ACT-00291863,26871,CMIT Solutions of Northern Shenandoah Valley
SECURITYSUPPORT,,ACT-00111520,30094,Security Support Services
ROCKITSOLUTIONS,,ACT-00181532,24227,RockIT Solutions
MESSERTECHNOLOGIES,,ACT-00411297,33111,"Messer Technologies, LLC"
TECHNUF,,ACT-00290738,26790,"Technuf, LLC"
JALLIS,,ACT-00290422,33159,"Jallis, LLC"
KNSTECH,,ACT-00108966,27832,KNS Tech Services
MPBCOMPUTING,,ACT-00133239,9567,MPB Computing
TEKIE,,ACT-00034027,19435,Tekie Geek LLC
DATAGROUPTECHNOLOGIES,,ACT-00205337,23653,DataGroup Technologies
VALLEYCONNECTTECHNOLOGIES,,ACT-00267467,23955,Valley Connect Technologies
DFSOL,,ACT-00104763,19206,Dataflow Solutions
ALLYTECH,,ACT-00250609,21110,Ally Technologies
MICROMAN,,ACT-00183502,31789,MICROMAN
ASCENSION,,ACT-00202961,11727,Ascension Technology
SET,,ACT-00209557,19237,Storm's Edge Technologies
SDBSN,,ACT-00047516,32100,"SDB Specialty Networking, Inc."
ROSEVILLE-MI,,ACT-00286548,31964,City of Roseville
VERUSGROUP,,ACT-00208872,26470,Verus Group
BYTELINK,,ACT-00124040,15615,Byte Link LLC
CSINETWORKS,,ACT-00015093,24620,CSi Networks
ONESTEPRETAIL,,ACT-00140176,21133,One Step Retail Solutions
CONCERTIUM,,ACT-00245375,22941,Shield Watch
MISSOLUTIONS,,ACT-00067977,24602,"MIS Solutions, Inc."
EMERGEDIGITAL,,ACT-00209449,16634,Emerge Digital Limited
ABS,,ACT-00228503,977,ABS Information Systems Inc
STORM7,,ACT-00063966,22632,"Storm7 Labs, LLC"
UNIQUEIT,,ACT-00187255,18341,Unique IT Pro
RNCINC,,ACT-00163457,374,Rubino Network Consulting dba RNC Inc
KAINTHTECH,,ACT-00070468,29991,Kainth Technology Solutions
BROADBANDTECHNOLOGY,,ACT-00367779,31178,Broadband Technology Corporation
JBR,,ACT-00287583,28191,JBR Computers
SMITHANDLOVELESS,,ACT-00334196,28622,Smith & Loveless Inc
PROSERV,,ACT-00099640,20208,"ProServ Business Systems, Inc."
CHACETECH,,ACT-00246713,25304,ChaceTech
SEYYON,,ACT-00290319,26693,Seyyon Inc
DIGITALBAY,,ACT-00020297,26299,DigitalBay
I-LANSOLUTIONS,,ACT-00268816,30948,I-LAN Solutions Inc
CMITCORP,CMIT Headquarters,ACT-00174754,214,CMIT Headquarters
ISOLVEBV,,ACT-00317158,500000590,isolve BV
MCRS,,ACT-00099431,14876,"Mcrs, Llc"
TRUSTEDTECH,,ACT-00184844,29560,"Trusted Technologies, LLC"
SPLASHCARWASH,,ACT-00280041,31209,Splash Car Wash
TSI,,ACT-00050104,23223,TSI
ALLEGIANCETECH,,ACT-00039390,26285,Allegiance Technologies & Consulting
COPELANDTECH,,ACT-00264722,23143,Copeland Technology Solutions
YANASYSTEMS,,ACT-00263890,29313,Yana Systems
COAXINTE250630,,ACT-00063573,31669,Coaxis International
TELECOMINC,,ACT-00199661,8058,Telesys Communications Inc
SARJEANT,,ACT-00360668,29310,The Sarjeant Company
VOICEVERGE,,ACT-00202912,4641,VoiceVerge Inc
NEOLORE,,ACT-00065960,23032,NeoLore Networks Inc.
CTBENSALEM,,ACT-00098046,2409,Computer Troubleshooters - Bensalem
WESTTEK,,ACT-00041294,7497,Westtek Solutions Ltd
HELP4IT,,ACT-00177290,24947,Help 4 IT
CONNECTTPS,,ACT-00457216,32343,TP Solutions LLC
ABSSUPPLY,,ACT-00073096,10789,Advance Business Systems & Supply
MYTEK,,ACT-00195130,13087,MyTek Network Solutions
INDUSTRIALNETWORKS,,ACT-00070284,26773,Industrial Networks
INFINETSOLUTIONS,,ACT-00026702,28518,InfiNet Solutions Inc
EPOCH,,ACT-00151206,29847,Epoch IT
AXIOMSYSTEMS,,ACT-00135613,26851,Axiom Systems Inc
DRAGONSCALECS,,ACT-00080021,30912,Dragon Scale Cyber Security
FISHERCC,,ACT-00104401,31073,Fisher Computer Consulting
CENTRIWORKS,,ACT-00158485,18280,Thermocopy of Tennessee d/b/a CENTRIWORKS
AGENCYTECH,,ACT-00240124,28193,"Agency Technologies, Inc."
CMITSGSL,CMIT Headquarters,ACT-00240783,6159,CMIT Solutions of Greater Saint Louis aka Clayton
ITCLOUDGLOBAL,,ACT-00423608,33267,IT Cloud Global
CENTARIS,,ACT-00089507,20839,Centaris
VECTORONE-ITS,,ACT-00036754,32014,"Vector One IT Solutions, Inc"
FLEXIT,,ACT-00096605,26600,FlexIT LLC
NOBEL,,ACT-00180199,14504,"Nobel Systems, Inc."
IPINGSYSTEM,,ACT-00166065,32725,IPing System Inc
EXCELOS,,ACT-00240960,12511,Excel Office Services
WESTCENTRALTECHNOLOGY,,ACT-00151848,18593,West Central Technology
BASCOMTELEPHONE,,ACT-00459218,32821,Bascom Advanced Services
SHINERTECHNOLOGIES,,ACT-00020835,24192,SineTech
JD MURPHY,,ACT-00079178,24288,Motion 3 Technology LLC
OFFICEADV,,ACT-00040942,19741,The Office Advantage
GROUNDFORCEIT,,ACT-00275630,25081,Ground Force IT
TRIVALENCETECH,,ACT-00455080,32247,Trivalence Technologies
DCGTECH,,ACT-00007157,866,"DCG Technical Solutions, LLC"
ENTHEO,,ACT-00116337,23034,Entheo
BBMUSA,,ACT-00185698,4962,Brandon Business Machines Inc
CAPITOLPRESENCE,,ACT-00361153,28668,Capitol Presence
PERFORMIVE,,ACT-00040924,26732,Performive
CYPRESSTECHLA,,ACT-00242845,33785,Cypresstech
MBACS,,ACT-00030496,24181,Micro Business Automation
MILLENNIUMIT,,ACT-00070276,27243,"Millennium IT, LLC"
LANTEK,,ACT-00236877,25068,LANtek
LIBRASERVICE,,ACT-00237872,21507,Libra Service Automatisering
GREATLAKESITS,,ACT-00196597,5131,Great Lakes IT
URBANCOMP,,ACT-00141329,14705,"Urban Computing, Inc."
JASUDO,,ACT-00337482,28673,Jasudo
LOYALITY,,ACT-00242979,32783,Loyality Inc.
CCSBS,,ACT-00098821,2892,CCS Business Solutions
BEAUTIFULNETWORKS,,ACT-00233064,17529,Beautiful Networks
REEVENTE250612,,ACT-00250273,29111,Reeve Enterprise
TSICLOUD,,ACT-00401038,32365,Tech Strategies Inc
FIDELIS,,ACT-00020963,11479,"Fidelis, Inc."
CRSOLUTIONS,,ACT-00138839,30653,CR Solutions Group Inc.
ALTNETSOL,,ACT-00180331,7419,Alternative Network Solutions
SMARTLOGIC,,ACT-00360537,500000597,SmartLogic IT Ltd
BDS,,ACT-00246016,30781,"Business Data Solutions, Inc."
SOCONNECT,,ACT-00163614,24155,SoConnect
RIC,,ACT-00196543,12472,Renaissance Intercomputing Llc
BROADVIEW,,ACT-00265938,21009,MSP Corp
UNITEDSYSTEMSTECH,,ACT-00459416,32694,United Systems Technologies
BIEBELHAUSENER,,ACT-00368145,500000612,Biebelhausener MÃ¼hle seit 1647 GmbH
CRCTECH,,ACT-00030275,10857,CRC Data Technologies
BLOUGHTECH,,ACT-00133656,21185,Blough Tech
ACCENTIMAGING,,ACT-00098127,11869,Accent Imaging
DBCLLC,,ACT-00236848,14759,Diamond Business Communications
NEVHC,,ACT-00109791,28240,Northeast Valley Health Corporation
4LEET,,ACT-00166044,27521,4Leet
ZAPHYRTECH,,ACT-00138191,2951,Zaphyr Technologies LLC
NETEXDATA,,ACT-00274986,24350,Concerto Networks
MICROCOMPUTERENT,,ACT-00451458,32408,MCE
OBJECTIVETECH,,ACT-00060504,26526,Objective Technologies Ltd
CLICKCOMP,,ACT-00041917,27562,Click Computers inc
CYBERPRAIRIE,,ACT-00153622,453,CyberPrairie
MSP360,,ACT-00276334,24860,MSP 360
COMPSTUDIOS,,ACT-00161318,10398,"Computer Studios, Inc."
MEANTIDEASSOCIATES,,ACT-00032600,23788,"Meantide Associates, LLC"
JRSRLLC,,ACT-00137045,30616,James River Solution Repository LLC
IPDVV,,ACT-00204018,26630,Integrated Communication Solutions Inc.
IMAGINEIT,,ACT-00012823,30811,Imagine IT Inc.
GTECH,,ACT-00368147,30042,G-Tech Services
DASILVA,,ACT-00288523,26314,Dasilva Consulting LLC
BRAINLINKINT,,ACT-00136617,6297,"Brainlink International, Inc"
LEVEL8,,ACT-00140163,27074,Level 8 Technology
CMITAAP,CMIT Headquarters,ACT-00240739,17939,CMIT Solutions of Ann Arbor & Plymouth
LOWFI,,ACT-00361168,29532,LowFi Wireless
NETWIZ,,ACT-00136882,10846,Netwiz Computer Services
RITZCRAFT,,ACT-00287335,25940,Ritz-Craft
Techwise Group (LUMEN21),,ACT-00086484,26751,Techwise Group
REHMANNTECHNOLOGYSOLUTIONS,,ACT-00062549,443,Rehmann
TTALX,,ACT-00012919,7913,Turner Teleco Alexandria
MAPSYSINC,,ACT-00041931,20820,MapSys Inc
TRUSTEDTECHPARTNERS,,ACT-00455587,32201,Trusted Technology Partners
LEAFCOMPUTERS,,ACT-00047995,23614,Leaf
SELDOVIA,,ACT-00361233,29931,Seldovia Village Tribe
NETWORKMASTERS,,ACT-00229999,11763,Network Masters
RETAILCONTROLSYSTEMS,,ACT-00176467,24959,Retail Control Systems
CYBERLOGICSECURITY,,ACT-00287846,30724,"CyberLogic Security, LLC"
CRITICALPROJECT,,ACT-00298597,27677,Critical Project Services
HOLZSAGER,,ACT-00163842,19603,Holzsager Technology Services
PULSARTELECOM,,ACT-00361200,33420,Pulsar Telecom
MAGMAG,,ACT-00643401,33317,Magnum Magnetics
TDAV,,ACT-00091213,18922,Texas Data and VoIP
Compnology LLC,,ACT-00038469,24475,Compnology LLC
"Mobile Tech Shop, LLC",,ACT-00186225,18886,"Mobile Tech Shop, LLC"
Agility Managed Services Inc,,ACT-00289717,26518,Agility Managed Services Inc
TEST ACCOUNT (MNL),,ACT-00123018,500000064,TEST ACCOUNT (MNL)
Prosora Technologies,,ACT-00191606,21305,Prosora Technologies
JAD Technologies LLC,,ACT-00171008,18395,JAD Technologies LLC
Providence Consulting Co.,,ACT-00164707,20187,Providence Consulting Co.
Computer Troubleshooters - Danbury North,,ACT-00020988,13789,Computer Troubleshooters - Danbury North
The Network Doctor Inc,,ACT-00155670,18956,The Network Doctor Inc
Neuron Security Solutions Inc,,ACT-00228966,18829,Neuron Security Solutions Inc
INTEGRIS,,ACT-00203594,21562,INTEGRIS-INTERNAL
AIRIT-WEST MIDLANDS,,ACT-00018262,23135,Air-IT
AIRIT-INTERNAL,,ACT-00018262,23135,Air-IT
COMMTECH1,,ACT-00133312,5164,CommTech
BLACKBOTTLE,,ACT-00113285,24020,Black Bottle
UCOS,,ACT-00289013,26734,UCOS
CALSOFTSYS,,ACT-00135860,1405,Calsoft systems
BrightlinkTech,,ACT-00205322,32307,BrightlinkTech
UNIWAN,,ACT-00180912,20940,UNIWAN.BE SPRL
DSE,,ACT-00222046,14097,DSE - Diversified Services Enterprises Inc
CMITSCUC,CMIT Headquarters,ACT-00245608,7478,CMIT Solutions of Central Union County
CNIIT,,ACT-00179480,20978,Complete Network Integration
PARTNERSCONSULTINGGROUP,,ACT-00268573,29718,Partners Consulting Group
ST.FRANH250725,,ACT-00420016,31794,"St. Francis House NWA, Inc DBA Community Clinic"
SBSCHICAGO,SEC through SBS (SBS HQ MITS),ACT-00118437,3609,SEC through SBS (SBS HQ MITS)
CITYOFANDOVER,,ACT-00228667,26261,City of Andover
TIER3PARTNERS,,ACT-00245351,28413,Tier 3 Partners
CCPSOLUTIONS,,ACT-00361295,30041,CCP Solutions
GO2ITGROUP,,ACT-00149316,23583,Go2IT Group
AXISCOMPUTERNETWORKS,,ACT-00195511,24305,Axis Computer Networks
SHIFT TECHNOLOGIES,,ACT-00120068,31401,"Shift Technologies, Inc"
FCCSINC,,ACT-00090363,32577,First Choice Communication Services
CORETECHKY,,ACT-00039420,19138,Core Tech
NUVIOIT,,ACT-00442237,31783,nuvioIT LLC
PANATECH,,ACT-00228942,19395,Panatech Computer Management
IUVO,,ACT-00145045,24596,iuvo LLC
CROSSLINTECH,,ACT-00240217,21406,Crosslin Technologies
Wise Lausnir ehf (Thekking),,ACT-00014876,500000097,Wise Lausnir ehf
TVCINC,,ACT-00130183,24822,"Tvc, Inc"
APPLIEDNS,,ACT-00189434,33661,Applied Network Solutions
TELCO,,ACT-00151958,21553,"Telco Holdings, Inc."
EQUITYNETWORKS,,ACT-00002814,500000669,Equity Networks Ltd
BRIGHTSIDE,,ACT-00155747,33839,Brightside Technologies
SPARKSTECH,,ACT-00442656,31514,Amperesand Inc.
COSC,,ACT-00199733,23167,COSCORP
SERVODATA,,ACT-00249768,25244,Servodata
KEZBER,,ACT-00056015,22647,Kezber
BETHELITSERVICES,,ACT-00451649,31934,Bethel IT Services
FRIDELL,,ACT-00091255,26795,Fridell Solutions
S1TECHNOLOGY,,ACT-00252369,23518,S1 Technology
AVC,,ACT-00143299,23928,AVC Communications
MERCYTECH,,ACT-00267810,28185,Mercytech
JTOCOMPUTERSOLUTIONS,,ACT-00088987,32115,"JTO Computer Solutions, LLC"
UNIFIED,,ACT-00091199,18781,"Unified System, Inc."
KITEMSP,,ACT-00442638,31452,KiteMSP
DNSITHELP,,ACT-00133625,31926,Dynamic Needs Solutions
GLOBAL CTI,,ACT-00011801,24287,"Global CTI Group, Inc."
INFOSHELTER,,ACT-00288325,26121,InfoShelter Ltd
NTECHNET,,ACT-00037838,21328,New Technology Networks
ABELMIT,,ACT-00643251,33187,Abel Technologies
WPGCONSULTING,,ACT-00250551,22835,WPG Consulting
SECUR3IT,,ACT-00061839,20822,Secur3IT
KPMTECHNOLOGY,,ACT-00073347,24810,KPM Technology Llc
RSG,,ACT-00241066,4349,Rand Solutions Group Inc
ADVANCEDITLLC,,ACT-00289706,26410,Advanced IT LLC
COMTECH,,ACT-00246018,20441,ComTech Network Solutions
LINKSERVCOMPUTERSOLUTIONS,,ACT-00153751,6392,LinkServ Computer Solutions
CMITCARYAPEX,CMIT Headquarters,ACT-00245666,17868,CMIT Solutions of Cary-Apex
ACTIONTECH,,ACT-00121510,13377,Action Technology
CMITNORTHCHESTERCOUNTY,CMIT Headquarters,ACT-00240745,1193,CMIT Solutions of North Chester County 176
ISSL,,ACT-00158183,27251,Infinite Solutions Systems Ltd
NOVACOMPUTERSOLUTIONS,,ACT-00092034,24934,"NOVA Computer Solutions, LLC"
SUMMITDIGITAL,,ACT-00212035,26097,Summit Digital Networks
UNIFIEDTECHNOLOGIES,,ACT-00248926,30336,Unified Technologies
NETWORKCABLINGSERVICES,,ACT-00050656,24985,Network Cabling Services
GFNETSPEC,,ACT-00096500,23993,"Networking Specialists, Inc."
VICOMNET,,ACT-00068476,23564,Vicom ProServ
INTELUS,,ACT-00153508,30229,Intelus Technology Group
HOGANTAYLOR,,ACT-00175494,24798,Staley Technologies ? Cyber & Managed IT Services
MCS,,ACT-00115799,21554,MCS Parent LLC dba Technology Architects
HAYSELECTRICAL,,ACT-00449406,33113,Hays Electrical Services
ZorrisITSolutionsLLC,,ACT-00248069,24000,Zorris IT Solutions LLC
ARGUSWEST,,ACT-00057440,31043,Argus West
BLACKLEAF,,ACT-00025627,26383,Blackleaf Solutions LLC
LGCORPORATION,,ACT-00085292,21380,Local Government Corporation
FUNCTION4,,ACT-00231669,16440,"Function4, LLC"
SAGACENT,,ACT-00122714,23667,"Sagacent Technologies, Inc."
SYNCIT,,ACT-00181013,16106,Sync IT
TELSTRA,,ACT-00150903,22935,MTG Solutions
NEARNORTH,,ACT-00177252,31366,Near North Business
CENTRALSUPPORTTECH,,ACT-00159667,21392,Central Support Technologies
CABCO,,ACT-00288703,26169,Cabco Communications Group
TECHADVISORS,,ACT-00239407,30844,TechAdvisors
RS LTD,,ACT-00270933,500000681,RS (Greater China) Ltd
YETTERCOLEMAN,,ACT-00318004,29565,Yetter Coleman
COMMSYSTEMS,,ACT-00120841,16800,Communication Systems Inc
GENESIS,,ACT-00247720,20834,Genesis BCS
WRIGHTTECH,,ACT-00031570,31058,"Wright Tech, Corp"
TECHSAVVY,,ACT-00263817,27185,TechSavvy LLC
ZEROCOM,,ACT-00192709,13293,1-zero-1 Computers
FORWARDITTECH,,ACT-00449456,32561,Forward IT
PAYNELESS-NONSOC,,ACT-00019195,24528,Plex IT
ALOFT,,ACT-00225640,30757,Aloft AeroArchitects
KELTYIMGMT,,ACT-00063902,12557,Kelty Business Solutions.
DENTALPROIT,,ACT-00277771,30402,DentalPro IT Inc
CMITSANMATEO,CMIT Headquarters,ACT-00263994,21444,CMIT Solutions of San Mateo
MADAC,,ACT-00054128,18937,MAD Data IO
CURRENTTECHFL,,ACT-00038655,25194,Current Technologies Corp.
CONNECTEDOFF,,ACT-00253166,23773,The Connected Office
VENTIS,,ACT-00645260,33571,Ventis Consulting Group
WATECHINC,,ACT-00163222,21045,"WA Technologies, Inc."
REDEYE,,ACT-00066666,30161,"RedEye, Inc."
EHPN,,ACT-00033977,18248,EHPN
ADVANCEDSYSTEMS,,ACT-00195588,21135,Advanced Systems
BLUETIDECOMM,,ACT-00266078,23939,BlueTide Communications
CMITSOLML,CMIT Headquarters,ACT-00245610,8447,CMIT Solutions of Cherry Hill
SIXWATCH,,ACT-00018756,27296,SixWatch
COPIERSPLUS,,ACT-00128668,15339,Copiers Plus
TECHOS,,ACT-00397426,32582,Techos
FITNETWRX,,ACT-00084387,21548,FitNetworks
CMITLIVERMOREMANTECA,CMIT Headquarters,ACT-00361234,28838,CMIT Solutions Livermore-Manteca
AMERICANLAZER,,ACT-00200376,24078,American Lazer Services
EBCGROUP,,ACT-00022528,25222,EBC Group (UK) Ltd
INTELLIGENTCO,,ACT-00452383,32153,The Intelligent Company
TURTLEBAY,,ACT-00223718,27987,Turtle Bay IT
PRONETSER,,ACT-00061294,16964,Proactive Network Services
SCHUMACHERCOMPANIES,,ACT-00381593,30606,Schumacher Companies
PEGASYSTECH,,ACT-00022380,27968,Pegasys Technologies
MP-Ishop,,ACT-00286358,27670,The iShop Center
WAVEHILLITSOLUTIONS,,ACT-00106371,500000382,Wavehill IT Solutions
INSIX,,ACT-00033948,33493,Insix
DATAIMAGINGSYSTEMS,,ACT-00178684,25625,"Data Imaging Systems, Inc."
ADTECH,,ACT-00296616,27984,Adtech IT Solutions
Bilodeau Couture Assurances Inc.,,ACT-00009679,27645,Bilodeau Couture Assurances Inc
ELEVITYIT,,ACT-00238028,10330,Elevity IT
ARNETTECH,,ACT-00043091,19080,Arnet Technologies
CONCORDHOSPITALITY,,ACT-00263245,23401,Concord Hospitality
SKYTOUCH,,ACT-00190337,27421,SKYTOUCH Solutions LLC
DVMTECH250713,,ACT-00443674,31739,DVM Technology
BUSINESSTECHSOLUTIONS,,ACT-00057080,28607,Business Tech Solutions LLC
SIRISCA,,ACT-00336990,28464,14554132 Canada Inc (Siris.ca)
EDINBURGHCS,,ACT-00028398,13810,Commsworld Limited
SSACPA,,ACT-00136570,31491,Sol Schwartz & Assoc
THERMAGLASS,,ACT-00317369,27944,Therma-Glass
RAPIDDOMAINS,,ACT-00196486,24768,"Rapid Domains, Inc."
GEMINICOMP,,ACT-00264551,33249,Gemini Computer Solutions
MP-Tower Computer Services,,ACT-00225693,21168,"Tower Computer Services, Inc."
INTEGRA,,ACT-00153008,13609,Integra System Technologies
MCSLLC,,ACT-00088693,19091,"Managed Computer Services, LLC"
INGENIO,,ACT-00075950,17702,Ingenio Technologies
PEARSONKELLY,,ACT-00192264,17532,Pearson-Kelly Office Products
TECHMI,,ACT-00269472,23949,TECHMI LLC
ITRESOURCEMGMTLTD,,ACT-00179061,27190,IT Resource Management Limited
COMPUTERS INC,,ACT-00019212,32689,"Computers, Inc."
NTIVA-CORPORATE,,ACT-00172086,25392,"Ntiva, Inc"
KABCOMPUTERSERVICES,,ACT-00074333,28550,KAB Computer Services LLC
INVTECH,,ACT-00015058,32178,"Invision Technologies, LLC"
DOLLYSYSTEMS,,ACT-00159895,15635,Prompton Services Ltd
NDL,,ACT-00174835,21472,Black Sheep Business Communications Ltd
DRITAUTOMATION,,ACT-00427157,500000988,DRIT Automation
ENET,,ACT-00110870,18904,"eNet Systems, Inc."
MP-NiedITAdmin,,ACT-00290764,26771,Nied IT
ACRIVOSHEALTH,,ACT-00336560,32704,Acrivos Systems
NORDLOBORAS,,ACT-00246448,500000467,Nordlo Boras AB
VIEWONIT,,ACT-00199572,25093,View On IT
F8,,ACT-00153596,26523,"F8 Tech, LLC"
CLARECOMP,,ACT-00091251,23,Clare Computer Solutions
NORTONMOTORS,,ACT-00081578,500000853,Netitude Ltd
QSSITLTD,,ACT-00237905,22779,QSS IT Ltd
TECHFIX,,ACT-00337139,28400,Tech Fix LLC
KARHU,,ACT-00289107,26423,Karhu Cyber
RIGHTCLICK,,ACT-00023363,28452,Right Click Solutions LLC
AVAUNTTECH,,ACT-00046310,18951,Avaunt Technologies Inc.
HAWAII,,ACT-00046836,4975,Hawaii Tech Support
NEUWAYS,,ACT-00048607,25272,Zenzero Solutions Ltd (Neuways)
Zenzero Solutions (NEUWAYS),,ACT-00048607,25272,Zenzero Solutions Ltd (Neuways)
BPRACSOL,,ACT-00057205,19194,B Practical Solutions
DSTECH,,ACT-00057740,17441,DSTECH Inc.
CITHV,,ACT-00155053,17949,Consolidated Information Technology LLC
NETWORX,,ACT-00133156,300000513,Networx
MITTENPUNKT,,ACT-00094855,28520,MITTENPUNKT
CONCURRENTADVISORS,,ACT-00296784,27752,Concurrent Advisors
JAMESIMAGING,,ACT-00237841,24776,James Imaging Systems Inc
SENTIUMTECH,,ACT-00080842,31767,"IT Resources, LLC"
COMPITI,,ACT-00038527,21384,"Computer Integration Technologies, Inc."
TECHARCH,,ACT-00049406,3375,Technology Engineers & Architects
KGIS,,ACT-00365634,300000262,KG Invicta Services Private Limited
CROSSITCONSULTING,,ACT-00176223,33944,CrossIT Consulting
CAJUNCLOUD,,ACT-00458796,32637,Cajun Cloud Services
SYSCONNECT,,ACT-00266049,23417,System Connection Networks
ACCLAIMIT,,ACT-00065012,21278,Acclaim IT
MANAGEOPS,,ACT-00174530,26544,ManageOps
OSGOOD,,ACT-00227393,24067,Osgood Unlimited Inc
SBSNC,SEC through SBS (SBS HQ MITS),ACT-00102370,11989,Sharp Business Systems of NC
CLOCKWISEQ,,ACT-00024100,29521,Clockwise Q Consulting
INFOCLOUD,,ACT-00072485,4843,InfoCloud LLC
GLOBALNET,,ACT-00215709,27062,Globalnet IT Innovations Ltd.
MCCOE,,ACT-00010764,27431,Missouri CyberSecurity Center of Excellence(MCCoE)
APSIA(SHARP),,ACT-00457496,500000970,Apsia (Sharp)
SBSNORCAL,SEC through SBS (SBS HQ MITS),ACT-00112785,12115,Sharp Business Systems of Northern California
ELEVSOLU250731,,ACT-00317282,31841,Elevate Solutions
EXECUTIVEIT,,ACT-00225313,11284,Executive IT Help Inc
EQUIPEMICROFIX,,ACT-00064229,27318,Equipe Microfix Services
MCMTS,,ACT-00188394,23916,Cherry Bekaert Advisory LLC
AZTECHGROUP,,ACT-00147327,32827,Aztech Consulting Group
NICS,,ACT-00194642,33360,NICS Ltd
ENTERPRISEBUSINESSIT,,ACT-00287422,25296,Enterprise Business IT Solutions Pty Ltd
GENNET,,ACT-00011921,32628,General Networks Corporation
INFINITE CLOUD SYSTEMS (Sentry Cloud Inc),,ACT-00005661,30332,Sentry Cloud Inc
EXCEDEO,,ACT-00066995,3518,IT Support Pros Inc dba Excedeo
SBSSWEDENAB,,ACT-00056702,17924,Sharp Business Systems Sweden AB
VERGEMOBILE,,ACT-00296102,27348,Verge mobile
MIRUSMED,,ACT-00644769,33604,MiRus
infinIT,,ACT-00093663,1149,infinIT
HENKO,,ACT-00218938,24837,Henko Srl
MooIT,,ACT-00137430,27704,MooIT
LIGHTHILLSOLUTIONS,,ACT-00290474,26715,LightHill Soultions
CMITSOFCENTRALRHODE,CMIT Headquarters,ACT-00240765,301,CMIT National
BETATECH,,ACT-00265121,25177,Beta Tech
INNOVATIVEPARTNERS,,ACT-00268808,23787,INNOVATIVE PARTNERS LLC
ACOMPENGSOL,,ACT-00017254,20827,ACES
TIER1TECHS,,ACT-00066009,23739,Tier 1 Techs
HSComputerConsulting,,ACT-00196636,9104,H&S Computer Consulting
CTISYSTEMS,,ACT-00451620,32192,CTI Systems
GLASSER,,ACT-00088641,19261,Glasser Tech LLC
CANWEB,,ACT-00242304,19387,CanWeb Internet Services Ltd.
2NDCHANCEPC,,ACT-00267991,26239,"2nd Chance PC, Inc"
DOYB,,ACT-00137225,33226,"DOYB Technical Solutions, Inc"
ABACUSIT,Ingram Micro,ACT-00197019,22799,Abacus IT Inc
PATHFINDER,,ACT-00289704,26436,"Pathfinder Technology Solutions, Inc"
ACAD,,ACT-00175589,10292,Acad Us com LLC
