VENDOR,CW_SKU,VENDOR_SKU,SKU_MATCH_KEY,CONTRACT_COST_RATE,CW_RETAIL_RATE,VENDOR_UNIT_PRICE,CW_UNIT_PRICE,MAPPING_NOTES
Acronis,BB-ACRONIS-WORKLOAD-BUNDLE,SPFAMSENS,SPFAMSENS,3.6565,,,,"WORKLOAD + ""VM"" -> SPFAMSENS"
Acronis,M2M-APP-BC-SPFAMSENS,SPFAMSENS,SPFAMSENS,3.6565,,,,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS
Acronis,MP-SPFAMSENS,SPFAMSENS,SPFAMSENS,3.6565,,,,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS
Acronis,SPFAMSENS,SPFAMSENS,SPFAMSENS,3.6565,,,,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS
Acronis,TASPFAMSEN,SPFAMSENS,SPFAMSENS,3.6565,,,,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS
Acronis,ACB-EUD-M00-TASPGAMSEN,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,ACB-UKD-M00-TASPGAMSEN,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,ACB-USD-M00-TASPGAMSEN,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,APP-BC-SPGAMSENS,SPGAMSENS,SPGAMSENS,1.704,1.6458,1.6458,5.07,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,BB-ACRONIS-WORKLOAD-BUNDLE,SPGAMSENS,SPGAMSENS,1.704,,,,"WORKLOAD + ""Workstation"" -> SPGAMSENS"
Acronis,M2M-APP-BC-SPGAMSENS,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,MP-SPGAMSENS,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,SPGAMSENS,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,TASPGAMSEN,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,UNMATCHED,SPGAMSENS,SPGAMSENS,1.704,,,,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS
Acronis,ACB-USD-M00-TASPIAMSEN,SPIAMSENS,SPIAMSENS,0.6319,,,,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,APP-BC-SPIAMSENS,SPIAMSENS,SPIAMSENS,0.6319,0.4873,0.4873,2.21,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,BB-ACRONIS-WORKLOAD-BUNDLE,SPIAMSENS,SPIAMSENS,0.6319,,,,"WORKLOAD + ""Cyber Files Cloud - User"" -> SPIAMSENS"
Acronis,M2M-APP-BC-SPIAMSENS,SPIAMSENS,SPIAMSENS,0.6319,,,,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,SPIAMSENS,SPIAMSENS,SPIAMSENS,0.6319,,,,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,TASPIAMSEN,SPIAMSENS,SPIAMSENS,0.6319,,,,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,UNMATCHED,SPIAMSENS,SPIAMSENS,0.6319,,,,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS
Acronis,APP-BC-SPXAMSENS,SPXAMSENS,SPXAMSENS,0.0239,0.0154,0.0154,0.07,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS
Acronis,M2M-APP-BC-SPXAMSENS,SPXAMSENS,SPXAMSENS,0.0239,,,,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS
Acronis,MP-SPXAMSENS,SPXAMSENS,SPXAMSENS,0.0239,,,,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS
Acronis,SPXAMSENS,SPXAMSENS,SPXAMSENS,0.0239,,,,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS
Acronis,APP-SPZBMSENS,SPZBMSENS,SPZBMSENS,0.0593,0.0923,0.0923,0.2,Zuora PRODUCT_SKU maps to vendor code SPZBMSENS
Acronis,SPZBMSENS,SPZBMSENS,SPZBMSENS,0.0593,,,,Zuora PRODUCT_SKU maps to vendor code SPZBMSENS
Acronis,APP-BC-SQ1AMSENS,SQ1AMSENS,SQ1AMSENS,0.0239,0.0154,0.0154,0.07,Zuora PRODUCT_SKU maps to vendor code SQ1AMSENS
Acronis,M2M-APP-BC-SQ1AMSENS,SQ1AMSENS,SQ1AMSENS,0.0239,,,,Zuora PRODUCT_SKU maps to vendor code SQ1AMSENS
Acronis,SQ1AMSENS,SQ1AMSENS,SQ1AMSENS,0.0239,,,,Zuora PRODUCT_SKU maps to vendor code SQ1AMSENS
Acronis,APP-BC-SQ2AMSENS,SQ2AMSENS,SQ2AMSENS,0.0646,0.0371,0.0371,0.16,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,M2M-APP-BC-SQ2AMSENS,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,SQ2AMSENS,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,SQ2AMSENS / 3PARTYONPREMSEFPRVSG,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,SQ2AMSENS PER GB,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,SQ2AMSENS PER TB,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,SQ2AMSENS PER TB / 3PARTYONPREMSEFPRVSG,SQ2AMSENS,SQ2AMSENS,0.0646,,,,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS
Acronis,APP-BC-SQ6AMSENS,SQ6AMSENS,SQ6AMSENS,0.04,0.018,0.018,0.04,Zuora PRODUCT_SKU maps to vendor code SQ6AMSENS
Acronis,M2M-APP-BC-SQ6AMSENS,SQ6AMSENS,SQ6AMSENS,,,,,Zuora PRODUCT_SKU maps to vendor code SQ6AMSENS
Acronis,SQ6AMSENS,SQ6AMSENS,SQ6AMSENS,,,,,Zuora PRODUCT_SKU maps to vendor code SQ6AMSENS
Acronis,APP-BC-SQ7AMSENS,SQ7AMSENS,SQ7AMSENS,1.87,1.782,1.782,5.07,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS
Acronis,M2M-APP-BC-SQ7AMSENS,SQ7AMSENS,SQ7AMSENS,1.87,,,,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS
Acronis,SQ7AMSENS,SQ7AMSENS,SQ7AMSENS,1.87,,,,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS
Acronis,ACB-USD-M00-TASQ8AMSEN,SQ8AMSENS,SQ8AMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS
Acronis,APP-BC-SQ8AMSENS,SQ8AMSENS,SQ8AMSENS,1.1502,0.63,0.63,2.86,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS
Acronis,M2M-APP-BC-SQ8AMSENS,SQ8AMSENS,SQ8AMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS
Acronis,SQ8AMSENS,SQ8AMSENS,SQ8AMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS
Acronis,TASQ8AMSEN,SQ8AMSENS,SQ8AMSENS,1.1502,,,,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS
Acronis,APP-SA-SQACMSENS,SQACMSENS,SQACMSENS,28.4,21.0,21.0,65.0,Zuora PRODUCT_SKU maps to vendor code SQACMSENS
Acronis,SQACMSENS,SQACMSENS,SQACMSENS,28.4,,,,Zuora PRODUCT_SKU maps to vendor code SQACMSENS
Acronis,APP-SA-SQBPMSENS,SQBPMSENS,SQBPMSENS,0.535,0.5075,0.5075,1.86,Zuora PRODUCT_SKU maps to vendor code SQBPMSENS
Acronis,SQBPMSENS,SQBPMSENS,SQBPMSENS,0.535,,,,Zuora PRODUCT_SKU maps to vendor code SQBPMSENS
Acronis,ACB-USD-M00-TASQYAMSEN,SQYAMSENS,SQYAMSENS,0.0275,,,,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS
Acronis,APP-BC-SQYAMSENS,SQYAMSENS,SQYAMSENS,0.0275,0.03,0.03,0.06,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS
Acronis,BB-ACRONIS-ADV-PROTECTION-BUNDLE,SQYAMSENS,SQYAMSENS,0.0275,,,,"ADV-PROTECTION + ""1 compute point"" -> SQYAMSENS"
Acronis,M2M-APP-BC-SQYAMSENS,SQYAMSENS,SQYAMSENS,0.0275,,,,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS
Acronis,SQYAMSENS,SQYAMSENS,SQYAMSENS,0.0275,,,,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS
Acronis,TASQYAMSEN,SQYAMSENS,SQYAMSENS,0.0275,,,,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS
Acronis,APP-BC-SR3AMSENS,SR3AMSENS,SR3AMSENS,1.115,1.57,1.57,3.0,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS
Acronis,M2M-APP-BC-SR3AMSENS,SR3AMSENS,SR3AMSENS,1.115,,,,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS
Acronis,SR3AMSENS,SR3AMSENS,SR3AMSENS,1.115,,,,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS
Acronis,APP-BC-SRAAMSENS,SRAAMSENS,SRAAMSENS,0.5332,0.56,0.56,1.86,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS
Acronis,M2M-APP-BC-SRAAMSENS,SRAAMSENS,SRAAMSENS,0.5332,,,,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS
Acronis,MP-SRAAMSENS,SRAAMSENS,SRAAMSENS,0.5332,,,,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS
Acronis,SRAAMSENS,SRAAMSENS,SRAAMSENS,0.5332,,,,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS
Acronis,ACB-USD-M00-TASRBAMSEN,SRBAMSENS,SRBAMSENS,0.37,,,,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS
Acronis,APP-BC-SRBAMSENS,SRBAMSENS,SRBAMSENS,0.37,0.4,0.4,1.3,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS
Acronis,M2M-APP-BC-SRBAMSENS,SRBAMSENS,SRBAMSENS,0.37,,,,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS
Acronis,SRBAMSENS,SRBAMSENS,SRBAMSENS,0.37,,,,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS
Acronis,TASRBAMSEN,SRBAMSENS,SRBAMSENS,0.37,,,,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS
Acronis,ACB-UKD-M00-TASRHAMSEN,SRHAMSENS,SRHAMSENS,0.7313,,,,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
Acronis,ACB-USD-M00-TASRHAMSEN,SRHAMSENS,SRHAMSENS,0.7313,,,,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS
