VENDOR,VENDOR_PRODUCT,VENDOR_SKU,CW_SKU,SKU_MATCH_KEY,MAPPING_NOTES,CONTRACT_COST_RATE,CW_RETAIL_RATE
Acronis,SQ1AMSENS,SQ1AMSENS,APP-BC-SQ1AMSENS,SQ1AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ1AMSENS,0.0239,
Acronis,SR3AMSENS,SR3AMSENS,APP-BC-SR3AMSENS,SR3AMSENS,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS,1.115,
Acronis,SVEAMSENS,SVEAMSENS,APP-BC-SVEAMSENS,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SP4BMSENS,SP4BMSENS,BB-ACRONIS-PER-GB-BUNDLE,SP4BMSENS,"BB-ACRONIS-PER-GB-BUNDLE + charge like ""Local Storage (per GB)"" -> SP4BMSENS",0.0264,
Acronis,SRIAMSENS,SRIAMSENS,ACB-USD-M00-TASRIAMSEN,SRIAMSENS,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS,0.1725,
Acronis,SVEAMSENS,SVEAMSENS,ACB-USD-M00-TASVEAMSEN,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SQYAMSENS,SQYAMSENS,ACB-USD-M00-TASQYAMSEN,SQYAMSENS,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS,0.0275,
Acronis,SPDCMSENS,SPDCMSENS,SPDCMSENS,SPDCMSENS,Zuora PRODUCT_SKU maps to vendor code SPDCMSENS,,
Acronis,SP3AMSENS,SP3AMSENS,SP3AMSENS,SP3AMSENS,Zuora PRODUCT_SKU maps to vendor code SP3AMSENS,0.0646,
Acronis,SRAAMSENS,SRAAMSENS,MP-SRAAMSENS,SRAAMSENS,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS,0.5332,
Acronis,SPBBMSENS,SPBBMSENS,SPBBMSENS,SPBBMSENS,Zuora PRODUCT_SKU maps to vendor code SPBBMSENS,0.0313,
Acronis,SPEAMSENS,SPEAMSENS,SPGAMSENS,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SP3AMSENS,SP3AMSENS,APP-BC-SP3AMSENS,SP3AMSENS,Zuora PRODUCT_SKU maps to vendor code SP3AMSENS,0.0646,
Acronis,SBATFNLOS,SBATFNLOS,APP-SA-SBATFNLOS,SBATFNLOS,Zuora PRODUCT_SKU maps to vendor code SBATFNLOS,0.6745,
Acronis,SP1AMSENS,SP1AMSENS,LEGACYSKUTASP1AMSEN,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SRAAMSENS,SRAAMSENS,APP-BC-SRAAMSENS,SRAAMSENS,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS,0.5332,
Acronis,SRAAMSENS,SRAAMSENS,SRAAMSENS,SRAAMSENS,Zuora PRODUCT_SKU maps to vendor code SRAAMSENS,0.5332,
Acronis,SO4AMSENS,SO4AMSENS,APP-BC-SO4AMSENS,SO4AMSENS,Zuora PRODUCT_SKU maps to vendor code SO4AMSENS,1.3348,
Acronis,SPD5MSENS,SPD5MSENS,SPD5MSENS,SPD5MSENS,Zuora PRODUCT_SKU maps to vendor code SPD5MSENS,7.06,
Acronis,SRIAMSENS,SRIAMSENS,ACB-CAD-M00-TASRIAMSEN,SRIAMSENS,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS,0.1725,
Acronis,SRIAMSENS,SRIAMSENS,BB-ACRONIS-ADV-PROTECTION-BUNDLE,SRIAMSENS,"ADV-PROTECTION + ""Advanced Security"" -> SRIAMSENS",0.1725,
Acronis,SRHAMSENS,SRHAMSENS,M2M-APP-BC-SRHAMSENS,SRHAMSENS,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS,0.7313,
Acronis,SPDAMSENS,SPDAMSENS,SPDAMSENS1GB/SPDAMSENSBUCLD1TB,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SRJAMSENS,SRJAMSENS,ACB-USD-M00-TASRJAMSEN,SRJAMSENS,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS,1.1502,
Acronis,SQ7AMSENS,SQ7AMSENS,APP-BC-SQ7AMSENS,SQ7AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS,1.87,
Acronis,SPGAMSENS,SPGAMSENS,SP4BMSENS,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SPBBMSENS,SPBBMSENS,SELFPROVIDEDSTORAGE,SPBBMSENS,Zuora PRODUCT_SKU maps to vendor code SPBBMSENS,0.0313,
Acronis,SBATFNLOS,SBATFNLOS,SBATFNLOS,SBATFNLOS,Zuora PRODUCT_SKU maps to vendor code SBATFNLOS,0.6745,
Acronis,SR3AMSENS,SR3AMSENS,SR3AMSENS,SR3AMSENS,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS,1.115,
Acronis,SVVAMSENS,SVVAMSENS,APP-BC-SVVAMSENS,SVVAMSENS,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS,,
Acronis,SQYAMSENS,SQYAMSENS,TASQYAMSEN,SQYAMSENS,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS,0.0275,
Acronis,SPDAMSENS,SPDAMSENS,BB-ACRONIS-WORKLOAD-BUNDLE,SPDAMSENS,"BB-ACRONIS-WORKLOAD-BUNDLE + charge like ""Acronis Hosted Storage for (per Workload)"" -> SPDAMSENS",0.0148,
Acronis,SP4BMSENS,SP4BMSENS,APP-BC-SP4BMSENS,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SRJAMSENS,SRJAMSENS,APP-BC-SRJAMSENS,SRJAMSENS,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS,1.1502,
Acronis,SO6AMSENS,SO6AMSENS,APP-SA-SO6AMSENS,SO6AMSENS,Zuora PRODUCT_SKU maps to vendor code SO6AMSENS,0.7243,
Acronis,SPDCMSENS,SPDCMSENS,APP-SA-SPDCMSENS,SPDCMSENS,Zuora PRODUCT_SKU maps to vendor code SPDCMSENS,,
Acronis,SQ8AMSENS,SQ8AMSENS,ACB-USD-M00-TASQ8AMSEN,SQ8AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS,1.1502,
Acronis,SRJAMSENS,SRJAMSENS,369.8,SRJAMSENS,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS,1.1502,
Acronis,SQ8AMSENS,SQ8AMSENS,M2M-APP-BC-SQ8AMSENS,SQ8AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS,1.1502,
Acronis,SQ2AMSENS,SQ2AMSENS,SQ2AMSENS PER TB / 3PARTYONPREMSEFPRVSG,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SPEAMSENS,SPEAMSENS,MP-SPEAMSENS,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SRJGMSENS,SRJGMSENS,APP-SA-SRJGMSENS,SRJGMSENS,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS,0.831,
Acronis,SP1AMSENS,SP1AMSENS,SP1AMSENS BY GB,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SP4BMSENS,SP4BMSENS,M2M-APP-BC-SP4BMSENS,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SP4BMSENS,SP4BMSENS,APP-SA-SP4BMSENS,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SO4AMSENS,SO4AMSENS,ACB-USD-M00-TASO4AMSEN,SO4AMSENS,Zuora PRODUCT_SKU maps to vendor code SO4AMSENS,1.3348,
Acronis,SCVAMSENS,SCVAMSENS,APP-SA-SCVAMSENS,SCVAMSENS,Zuora PRODUCT_SKU maps to vendor code SCVAMSENS,,
Acronis,SPEAMSENS,SPEAMSENS,APP-BC-SPEAMSENS,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SQ6AMSENS,SQ6AMSENS,APP-BC-SQ6AMSENS,SQ6AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ6AMSENS,,
Acronis,SRI5MSENS,SRI5MSENS,TASRI5MSEN,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SPBAMSENS,SPBAMSENS,MP-SPBAMSENS,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SPBAMSENS,SPBAMSENS,M2M-APP-BC-SPBAMSENS,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SP3AMSENS,SP3AMSENS,SP3AMSENS PER TB,SP3AMSENS,Zuora PRODUCT_SKU maps to vendor code SP3AMSENS,0.0646,
Acronis,SQACMSENS,SQACMSENS,APP-SA-SQACMSENS,SQACMSENS,Zuora PRODUCT_SKU maps to vendor code SQACMSENS,28.4,
Acronis,SPBAMSENS,SPBAMSENS,3PARTYONPREMCLOUDCAP / ACRONISCLOUDHOSTSTND,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SQBPMSENS,SQBPMSENS,APP-SA-SQBPMSENS,SQBPMSENS,Zuora PRODUCT_SKU maps to vendor code SQBPMSENS,0.535,
Acronis,SRXAMSENS,SRXAMSENS,SRXAMSENS,SRXAMSENS,Zuora PRODUCT_SKU maps to vendor code SRXAMSENS,0.2575,
Acronis,SRI5MSENS,SRI5MSENS,ACB-USD-M00-TASRI5MSEN,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SPDAMSENS,SPDAMSENS,SPDAMSENS,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SPBBMSENS,SPBBMSENS,M2M-APP-BC-SPBBMSENS,SPBBMSENS,Zuora PRODUCT_SKU maps to vendor code SPBBMSENS,0.0313,
Acronis,SEDAMSENS,SEDAMSENS,M2M-APP-BC-SEDAMSENS,SEDAMSENS,Zuora PRODUCT_SKU maps to vendor code SEDAMSENS,1.3775,
Acronis,SQBPMSENS,SQBPMSENS,SQBPMSENS,SQBPMSENS,Zuora PRODUCT_SKU maps to vendor code SQBPMSENS,0.535,
Acronis,SRXAMSENS,SRXAMSENS,APP-SA-SRXAMSENS,SRXAMSENS,Zuora PRODUCT_SKU maps to vendor code SRXAMSENS,0.2575,
Acronis,SQ8AMSENS,SQ8AMSENS,SQ8AMSENS,SQ8AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS,1.1502,
Acronis,SPIAMSENS,SPIAMSENS,SPIAMSENS,SPIAMSENS,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS,0.6319,
Acronis,SRI5MSENS,SRI5MSENS,0,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SPXAMSENS,SPXAMSENS,APP-BC-SPXAMSENS,SPXAMSENS,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS,0.0239,
Acronis,SPGAMSENS,SPGAMSENS,TASPGAMSEN,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SP5AMSENS,SP5AMSENS,SP5AMSENS,SP5AMSENS,Zuora PRODUCT_SKU maps to vendor code SP5AMSENS,0.0113,
Acronis,SPZBMSENS,SPZBMSENS,APP-SPZBMSENS,SPZBMSENS,Zuora PRODUCT_SKU maps to vendor code SPZBMSENS,0.0593,
Acronis,SVVAMSENS,SVVAMSENS,M2M-APP-BC-SVVAMSENS,SVVAMSENS,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS,,
Acronis,SPEAMSENS,SPEAMSENS,TASPEAMSEN,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SRBAMSENS,SRBAMSENS,APP-BC-SRBAMSENS,SRBAMSENS,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS,0.37,
Acronis,SP1AMSENS,SP1AMSENS,SP1AMSENS,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SQ8AMSENS,SQ8AMSENS,APP-BC-SQ8AMSENS,SQ8AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS,1.1502,
Acronis,SPDCMSENS,SPDCMSENS,ACB-USD-M00-TASPDCMSEN,SPDCMSENS,Zuora PRODUCT_SKU maps to vendor code SPDCMSENS,,
Acronis,SPGAMSENS,SPGAMSENS,ACB-USD-M00-TASPGAMSEN,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SVEAMSENS,SVEAMSENS,ACB-CAD-M00-TASVEAMSEN,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SP4BMSENS,SP4BMSENS,3PARTYONPREMSP4BMSE1,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SP4BMSENS,SP4BMSENS,3PARTYONPREMSP4BMSE2,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SQ1AMSENS,SQ1AMSENS,SQ1AMSENS,SQ1AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ1AMSENS,0.0239,
Acronis,SPD5MSENS,SPD5MSENS,TASPD5MSEN,SPD5MSENS,Zuora PRODUCT_SKU maps to vendor code SPD5MSENS,7.06,
Acronis,SPBAMSENS,SPBAMSENS,BB-ACRONIS-PER-GB-BUNDLE,SPBAMSENS,"BB-ACRONIS-PER-GB-BUNDLE + charge like ""Hosted Storage (per GB)"" -> SPBAMSENS",0.0545,
Acronis,SUVAMSENS,SUVAMSENS,SUVAMSENS,SUVAMSENS,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS,0.0149,
Acronis,SQ8AMSENS,SQ8AMSENS,TASQ8AMSEN,SQ8AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ8AMSENS,1.1502,
Acronis,SPIAMSENS,SPIAMSENS,M2M-APP-BC-SPIAMSENS,SPIAMSENS,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS,0.6319,
Acronis,SPFAMSENS,SPFAMSENS,BB-ACRONIS-WORKLOAD-BUNDLE,SPFAMSENS,"WORKLOAD + ""VM"" -> SPFAMSENS",3.6565,
Acronis,SEDAMSENS,SEDAMSENS,APP-BC-SEDAMSENS,SEDAMSENS,Zuora PRODUCT_SKU maps to vendor code SEDAMSENS,1.3775,
Acronis,SPGAMSENS,SPGAMSENS,M2M-APP-BC-SPGAMSENS,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SPXAMSENS,SPXAMSENS,SPXAMSENS,SPXAMSENS,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS,0.0239,
Acronis,SPFAMSENS,SPFAMSENS,M2M-APP-BC-SPFAMSENS,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SRI5MSENS,SRI5MSENS,M2M-APP-SA-SRI5MSENS,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SO4AMSENS,SO4AMSENS,M2M-APP-BC-SO4AMSENS,SO4AMSENS,Zuora PRODUCT_SKU maps to vendor code SO4AMSENS,1.3348,
Acronis,SR3AMSENS,SR3AMSENS,M2M-APP-BC-SR3AMSENS,SR3AMSENS,Zuora PRODUCT_SKU maps to vendor code SR3AMSENS,1.115,
Acronis,SP3AMSENS,SP3AMSENS,TASP3AMSEN,SP3AMSENS,Zuora PRODUCT_SKU maps to vendor code SP3AMSENS,0.0646,
Acronis,SRHAMSENS,SRHAMSENS,ACB-USD-M00-TASRHAMSEN,SRHAMSENS,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS,0.7313,
Acronis,SPBAMSENS,SPBAMSENS,ACB-CAD-M00-TASPBAMSEN,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SVEAMSENS,SVEAMSENS,3PARTYONPREMHOSTEDDR,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SRHAMSENS,SRHAMSENS,SRHAMSENS,SRHAMSENS,Zuora PRODUCT_SKU maps to vendor code SRHAMSENS,0.7313,
Acronis,SQ2AMSENS,SQ2AMSENS,SQ2AMSENS PER TB,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SPDAMSENS,SPDAMSENS,ACB-UKD-M00-TASPDAMSEN,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SO4AMSENS,SO4AMSENS,TASO4AMSEN,SO4AMSENS,Zuora PRODUCT_SKU maps to vendor code SO4AMSENS,1.3348,
Acronis,SPBAMSENS,SPBAMSENS,SPBAMSENS/3PARTYONPREMCLOUDCAP,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SPFAMSENS,SPFAMSENS,MP-SPFAMSENS,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SP1AMSENS,SP1AMSENS,APP-SA-SP1AMSENS,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SPGAMSENS,SPGAMSENS,BB-ACRONIS-WORKLOAD-BUNDLE,SPGAMSENS,"WORKLOAD + ""Workstation"" -> SPGAMSENS",1.704,
Acronis,SRBAMSENS,SRBAMSENS,ACB-USD-M00-TASRBAMSEN,SRBAMSENS,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS,0.37,
Acronis,SQ2AMSENS,SQ2AMSENS,SQ2AMSENS PER GB,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SPGAMSENS,SPGAMSENS,ACB-EUD-M00-TASPGAMSEN,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SPDAMSENS,SPDAMSENS,M2M-APP-BC-SPDAMSENS,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SQ2AMSENS,SQ2AMSENS,M2M-APP-BC-SQ2AMSENS,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SQ7AMSENS,SQ7AMSENS,M2M-APP-BC-SQ7AMSENS,SQ7AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS,1.87,
Acronis,SRI5MSENS,SRI5MSENS,SRI5MSENS,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SPBAMSENS,SPBAMSENS,3PARTYONPREMACCLDSV4,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SPZBMSENS,SPZBMSENS,SPZBMSENS,SPZBMSENS,Zuora PRODUCT_SKU maps to vendor code SPZBMSENS,0.0593,
Acronis,SP5AMSENS,SP5AMSENS,ACB-USD-M00-TASP5AMSEN,SP5AMSENS,Zuora PRODUCT_SKU maps to vendor code SP5AMSENS,0.0113,
Acronis,SRJGMSENS,SRJGMSENS,SRJGMSENS,SRJGMSENS,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS,0.831,
Acronis,SVEAMSENS,SVEAMSENS,BB-ACRONIS-ADV-PROTECTION-BUNDLE,SVEAMSENS,"BB-ACRONIS-ADV-PROTECTION-BUNDLE + charge like ""Disaster Recovery - Hosted Storage"" -> SVEAMSENS",0.0272,
Acronis,SPFAMSENS,SPFAMSENS,APP-BC-SPFAMSENS,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SPDCMSENS,SPDCMSENS,ST5AMSENS,SPDCMSENS,Zuora PRODUCT_SKU maps to vendor code SPDCMSENS,,
Acronis,SPEAMSENS,SPEAMSENS,BB-ACRONIS-WORKLOAD-BUNDLE,SPEAMSENS,"WORKLOAD + ""Server"" -> SPEAMSENS",10.3731,
Acronis,SRBAMSENS,SRBAMSENS,M2M-APP-BC-SRBAMSENS,SRBAMSENS,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS,0.37,
Acronis,SP1AMSENS,SP1AMSENS,M2M-APP-BC-SP1AMSENS,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SRIAMSENS,SRIAMSENS,M2M-APP-BC-SRIAMSENS,SRIAMSENS,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS,0.1725,
Acronis,SPBAMSENS,SPBAMSENS,SPBAMSENS / 3PARTYONPREMCLOUDCAP / ACRONISCLOUDHOSTSTND,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SPD5MSENS,SPD5MSENS,M2M-APP-SA-SPD5MSENS,SPD5MSENS,Zuora PRODUCT_SKU maps to vendor code SPD5MSENS,7.06,
Acronis,SVEAMSENS,SVEAMSENS,MP-SVEAMSENS,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SRIAMSENS,SRIAMSENS,TASRIAMSEN,SRIAMSENS,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS,0.1725,
Acronis,SPIAMSENS,SPIAMSENS,0,SPIAMSENS,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS,0.6319,
Acronis,SQYAMSENS,SQYAMSENS,APP-BC-SQYAMSENS,SQYAMSENS,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS,0.0275,
Acronis,SRI5MSENS,SRI5MSENS,APP-SA-SRI5MSENS,SRI5MSENS,Zuora PRODUCT_SKU maps to vendor code SRI5MSENS,1.15,
Acronis,SQ6AMSENS,SQ6AMSENS,SQ6AMSENS,SQ6AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ6AMSENS,,
Acronis,SRJGMSENS,SRJGMSENS,M2M-APP-SA-SRJGMSENS,SRJGMSENS,Zuora PRODUCT_SKU maps to vendor code SRJGMSENS,0.831,
Acronis,SPEAMSENS,SPEAMSENS,M2M-APP-BC-SPEAMSENS,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SP1AMSENS,SP1AMSENS,APP-BC-SP1AMSENS,SP1AMSENS,Zuora PRODUCT_SKU maps to vendor code SP1AMSENS,0.0545,
Acronis,SQ2AMSENS,SQ2AMSENS,SQ2AMSENS / 3PARTYONPREMSEFPRVSG,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SQYAMSENS,SQYAMSENS,SQYAMSENS,SQYAMSENS,Zuora PRODUCT_SKU maps to vendor code SQYAMSENS,0.0275,
Acronis,SRIAMSENS,SRIAMSENS,SP4BMSENS,SRIAMSENS,Zuora PRODUCT_SKU maps to vendor code SRIAMSENS,0.1725,
Acronis,SPFAMSENS,SPFAMSENS,ACB-UKD-M00-TASPFAMSEN,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SPFAMSENS,SPFAMSENS,SPFAMSENS,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SRJAMSENS,SRJAMSENS,TASRJAMSEN,SRJAMSENS,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS,1.1502,
Acronis,SPDAMSENS,SPDAMSENS,SPDAMSENS1GB / SPDAMSENSBUCLD1TB,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SP4BMSENS,SP4BMSENS,SP4BMSENS,SP4BMSENS,Zuora PRODUCT_SKU maps to vendor code SP4BMSENS,0.0264,
Acronis,SPDCMSENS,SPDCMSENS,M2M-APP-SA-SPDCMSENS,SPDCMSENS,Zuora PRODUCT_SKU maps to vendor code SPDCMSENS,,
Acronis,SPXAMSENS,SPXAMSENS,M2M-APP-BC-SPXAMSENS,SPXAMSENS,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS,0.0239,
Acronis,SQ2AMSENS,SQ2AMSENS,APP-BC-SQ2AMSENS,SQ2AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ2AMSENS,0.0646,
Acronis,SVEAMSENS,SVEAMSENS,TASVEAMSEN,SVEAMSENS,Zuora PRODUCT_SKU maps to vendor code SVEAMSENS,0.0272,
Acronis,SPGAMSENS,SPGAMSENS,APP-BC-SPGAMSENS,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SPIAMSENS,SPIAMSENS,ACB-USD-M00-TASPIAMSEN,SPIAMSENS,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS,0.6319,
Acronis,SPGAMSENS,SPGAMSENS,SPGAMSENS,SPGAMSENS,Zuora PRODUCT_SKU maps to vendor code SPGAMSENS,1.704,
Acronis,SPBAMSENS,SPBAMSENS,SPBAMSENS / 3PARTYONPREMCLOUDCAP,SPBAMSENS,Zuora PRODUCT_SKU maps to vendor code SPBAMSENS,0.0545,
Acronis,SPEAMSENS,SPEAMSENS,SPEAMSENS,SPEAMSENS,Zuora PRODUCT_SKU maps to vendor code SPEAMSENS,10.3731,
Acronis,SQ7AMSENS,SQ7AMSENS,SQ7AMSENS,SQ7AMSENS,Zuora PRODUCT_SKU maps to vendor code SQ7AMSENS,1.87,
Acronis,SPXAMSENS,SPXAMSENS,MP-SPXAMSENS,SPXAMSENS,Zuora PRODUCT_SKU maps to vendor code SPXAMSENS,0.0239,
Acronis,SP5AMSENS,SP5AMSENS,TASP5AMSEN,SP5AMSENS,Zuora PRODUCT_SKU maps to vendor code SP5AMSENS,0.0113,
Acronis,SPFAMSENS,SPFAMSENS,TASPFAMSEN,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SPFAMSENS,SPFAMSENS,ACB-USD-M00-TASPFAMSEN,SPFAMSENS,Zuora PRODUCT_SKU maps to vendor code SPFAMSENS,3.6565,
Acronis,SVVAMSENS,SVVAMSENS,BC-SVVAMSENS,SVVAMSENS,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS,,
Acronis,SO6AMSENS,SO6AMSENS,SO6AMSENS,SO6AMSENS,Zuora PRODUCT_SKU maps to vendor code SO6AMSENS,0.7243,
Acronis,SVVAMSENS,SVVAMSENS,SVVAMSENS,SVVAMSENS,Zuora PRODUCT_SKU maps to vendor code SVVAMSENS,,
Acronis,SPDAMSENS,SPDAMSENS,SPIAMSENS,SPDAMSENS,Zuora PRODUCT_SKU maps to vendor code SPDAMSENS,0.0148,
Acronis,SUVAMSENS,SUVAMSENS,APP-BC-SUVAMSENS,SUVAMSENS,Zuora PRODUCT_SKU maps to vendor code SUVAMSENS,0.0149,
Acronis,SPIAMSENS,SPIAMSENS,APP-BC-SPIAMSENS,SPIAMSENS,Zuora PRODUCT_SKU maps to vendor code SPIAMSENS,0.6319,
Acronis,SRBAMSENS,SRBAMSENS,SRBAMSENS,SRBAMSENS,Zuora PRODUCT_SKU maps to vendor code SRBAMSENS,0.37,
Acronis,SRJAMSENS,SRJAMSENS,SRJAMSENS,SRJAMSENS,Zuora PRODUCT_SKU maps to vendor code SRJAMSENS,1.1502,
